b,g,r,result
162,161,151,yaprak
161,160,150,yaprak
161,160,150,yaprak
161,160,150,yaprak
161,160,150,yaprak
161,160,150,yaprak
161,160,150,yaprak
161,160,150,yaprak
161,160,150,yaprak
159,160,151,yaprak
159,160,151,yaprak
159,160,151,yaprak
159,160,151,yaprak
160,161,152,yaprak
160,161,152,yaprak
160,161,152,yaprak
160,161,152,yaprak
160,161,152,yaprak
160,161,152,yaprak
161,162,153,yaprak
161,162,153,yaprak
161,162,153,yaprak
162,163,154,yaprak
162,163,154,yaprak
162,163,154,yaprak
164,164,158,yaprak
164,164,158,yaprak
165,165,159,yaprak
165,165,159,yaprak
166,166,160,yaprak
166,166,160,yaprak
167,167,161,yaprak
167,167,161,yaprak
167,167,161,yaprak
167,167,161,yaprak
168,168,162,yaprak
168,168,162,yaprak
169,169,163,yaprak
169,169,163,yaprak
170,170,164,yaprak
170,170,164,yaprak
171,171,165,yaprak
171,171,165,yaprak
171,171,165,yaprak
171,171,165,yaprak
171,171,165,yaprak
171,171,165,yaprak
171,171,165,yaprak
171,171,165,yaprak
171,171,165,yaprak
172,172,166,yaprak
172,172,166,yaprak
172,172,166,yaprak
172,172,166,yaprak
172,172,166,yaprak
173,173,167,yaprak
173,173,167,yaprak
176,173,168,yaprak
176,173,168,yaprak
176,173,168,yaprak
177,174,169,yaprak
177,174,169,yaprak
178,175,170,yaprak
178,175,170,yaprak
178,175,170,yaprak
179,176,171,yaprak
180,177,172,yaprak
180,177,172,yaprak
181,178,173,yaprak
181,178,173,yaprak
182,179,174,yaprak
182,179,174,yaprak
182,179,174,yaprak
183,180,175,yaprak
183,180,175,yaprak
183,180,175,yaprak
183,180,175,yaprak
184,181,176,yaprak
184,181,176,yaprak
184,181,176,yaprak
184,181,176,yaprak
183,180,175,yaprak
184,181,176,yaprak
184,181,176,yaprak
184,181,176,yaprak
184,181,176,yaprak
185,182,177,yaprak
185,182,177,yaprak
185,182,177,yaprak
186,182,177,yaprak
186,182,177,yaprak
186,182,177,yaprak
186,182,177,yaprak
186,182,177,yaprak
186,182,177,yaprak
186,182,177,yaprak
186,182,177,yaprak
187,183,178,yaprak
187,183,178,yaprak
187,183,178,yaprak
187,183,178,yaprak
188,184,179,yaprak
188,184,179,yaprak
188,184,179,yaprak
188,184,179,yaprak
189,186,178,yaprak
189,186,178,yaprak
189,186,178,yaprak
189,186,178,yaprak
189,186,178,yaprak
190,187,179,yaprak
192,186,179,yaprak
192,186,179,yaprak
191,185,178,yaprak
191,185,178,yaprak
191,185,178,yaprak
192,186,179,yaprak
192,186,179,yaprak
192,186,179,yaprak
192,186,179,yaprak
192,186,179,yaprak
194,186,179,yaprak
194,186,179,yaprak
194,186,179,yaprak
194,186,179,yaprak
194,186,179,yaprak
193,185,178,yaprak
193,185,178,yaprak
193,185,178,yaprak
193,185,178,yaprak
193,185,178,yaprak
193,185,178,yaprak
193,185,178,yaprak
193,185,178,yaprak
193,185,178,yaprak
193,185,178,yaprak
193,185,178,yaprak
194,186,179,yaprak
194,186,179,yaprak
194,186,179,yaprak
194,186,179,yaprak
194,186,179,yaprak
193,185,178,yaprak
193,185,178,yaprak
193,185,178,yaprak
195,187,180,yaprak
195,187,180,yaprak
195,186,182,yaprak
195,186,182,yaprak
195,186,182,yaprak
195,186,182,yaprak
195,186,182,yaprak
195,186,182,yaprak
195,186,182,yaprak
195,186,182,yaprak
195,186,182,yaprak
195,186,182,yaprak
195,186,182,yaprak
194,185,181,yaprak
194,185,181,yaprak
194,185,181,yaprak
194,185,181,yaprak
194,185,181,yaprak
194,185,181,yaprak
193,184,180,yaprak
193,184,180,yaprak
193,184,180,yaprak
193,184,180,yaprak
193,184,180,yaprak
192,183,179,yaprak
192,183,179,yaprak
192,183,179,yaprak
191,182,178,yaprak
191,182,178,yaprak
191,182,178,yaprak
191,182,178,yaprak
191,182,178,yaprak
191,182,178,yaprak
191,182,178,yaprak
191,182,178,yaprak
190,181,177,yaprak
190,181,177,yaprak
190,181,177,yaprak
190,181,177,yaprak
190,181,177,yaprak
190,181,177,yaprak
190,181,177,yaprak
190,181,177,yaprak
190,181,177,yaprak
190,181,177,yaprak
190,181,177,yaprak
190,181,177,yaprak
190,181,177,yaprak
190,181,177,yaprak
190,181,177,yaprak
190,181,177,yaprak
189,180,176,yaprak
189,180,176,yaprak
189,180,176,yaprak
189,180,176,yaprak
188,179,175,yaprak
187,178,174,yaprak
187,178,174,yaprak
187,178,174,yaprak
187,178,174,yaprak
187,178,174,yaprak
187,178,174,yaprak
186,177,173,yaprak
186,177,173,yaprak
186,178,171,yaprak
186,178,171,yaprak
186,178,171,yaprak
186,178,171,yaprak
185,177,170,yaprak
185,177,170,yaprak
185,177,170,yaprak
183,177,170,yaprak
181,175,168,yaprak
179,176,168,yaprak
178,175,167,yaprak
177,174,166,yaprak
176,173,165,yaprak
175,172,164,yaprak
174,171,163,yaprak
173,170,162,yaprak
172,170,162,yaprak
172,170,162,yaprak
171,169,161,yaprak
171,169,161,yaprak
171,169,161,yaprak
171,169,161,yaprak
171,169,161,yaprak
171,169,161,yaprak
170,171,162,yaprak
170,171,162,yaprak
170,171,162,yaprak
170,171,162,yaprak
171,172,163,yaprak
171,172,163,yaprak
172,173,164,yaprak
172,173,164,yaprak
171,172,163,yaprak
172,173,164,yaprak
172,173,164,yaprak
172,173,164,yaprak
172,173,164,yaprak
173,174,165,yaprak
173,174,165,yaprak
173,174,165,yaprak
184,173,169,yaprak
184,173,169,yaprak
183,172,168,yaprak
183,172,168,yaprak
182,171,167,yaprak
181,170,166,yaprak
180,169,165,yaprak
180,169,165,yaprak
179,168,164,yaprak
179,168,164,yaprak
179,168,164,yaprak
178,167,163,yaprak
178,167,163,yaprak
177,166,162,yaprak
177,166,162,yaprak
176,165,161,yaprak
174,165,161,yaprak
173,164,160,yaprak
172,163,159,yaprak
171,162,158,yaprak
171,162,158,yaprak
170,161,157,yaprak
168,159,155,yaprak
167,158,154,yaprak
166,157,153,yaprak
165,156,152,yaprak
163,154,150,yaprak
162,153,149,yaprak
161,152,148,yaprak
160,151,147,yaprak
159,150,146,yaprak
158,149,145,yaprak
157,148,144,yaprak
156,147,143,yaprak
155,147,140,yaprak
154,146,139,yaprak
153,145,138,yaprak
153,145,138,yaprak
149,143,136,yaprak
148,142,135,yaprak
147,141,134,yaprak
147,141,134,yaprak
145,140,131,yaprak
145,140,131,yaprak
145,140,131,yaprak
144,139,130,yaprak
141,139,129,yaprak
140,138,128,yaprak
141,139,129,yaprak
141,139,129,yaprak
141,139,129,yaprak
140,138,128,yaprak
140,138,128,yaprak
140,138,128,yaprak
138,137,127,yaprak
138,137,127,yaprak
140,139,129,yaprak
140,139,129,yaprak
140,139,129,yaprak
140,139,129,yaprak
140,139,129,yaprak
140,139,129,yaprak
140,139,129,yaprak
140,139,129,yaprak
140,140,128,yaprak
140,140,128,yaprak
140,140,128,yaprak
140,140,128,yaprak
140,140,128,yaprak
140,140,128,yaprak
138,140,128,yaprak
138,140,128,yaprak
139,141,129,yaprak
139,141,129,yaprak
138,140,128,yaprak
138,140,128,yaprak
138,140,128,yaprak
138,140,128,yaprak
135,139,127,yaprak
135,139,127,yaprak
136,141,126,yaprak
135,140,125,yaprak
135,140,125,yaprak
135,140,125,yaprak
136,141,126,yaprak
136,141,126,yaprak
137,142,127,yaprak
137,142,127,yaprak
135,142,127,yaprak
136,143,128,yaprak
137,144,129,yaprak
137,144,129,yaprak
137,144,129,yaprak
138,145,130,yaprak
138,145,130,yaprak
139,146,131,yaprak
138,148,132,yaprak
139,149,133,yaprak
139,149,133,yaprak
140,150,134,yaprak
141,151,135,yaprak
142,152,136,yaprak
143,153,137,yaprak
144,154,138,yaprak
144,154,138,yaprak
145,155,139,yaprak
146,156,140,yaprak
146,156,140,yaprak
147,157,141,yaprak
146,156,140,yaprak
146,156,140,yaprak
146,156,140,yaprak
146,156,140,yaprak
146,156,140,yaprak
146,156,140,yaprak
146,156,140,yaprak
147,157,141,yaprak
147,157,141,yaprak
147,157,141,yaprak
147,157,141,yaprak
148,158,142,yaprak
148,158,142,yaprak
149,159,143,yaprak
149,159,143,yaprak
149,159,143,yaprak
149,159,143,yaprak
150,160,144,yaprak
150,160,144,yaprak
150,160,144,yaprak
150,160,144,yaprak
150,160,144,yaprak
150,160,144,yaprak
151,161,145,yaprak
151,161,145,yaprak
153,160,145,yaprak
153,160,145,yaprak
154,161,146,yaprak
154,161,146,yaprak
154,161,146,yaprak
153,160,145,yaprak
153,160,145,yaprak
153,160,145,yaprak
155,160,145,yaprak
155,160,145,yaprak
154,158,146,yaprak
154,158,146,yaprak
153,157,145,yaprak
153,157,145,yaprak
153,157,145,yaprak
152,156,144,yaprak
152,156,144,yaprak
151,155,143,yaprak
151,155,143,yaprak
150,154,142,yaprak
149,153,141,yaprak
148,152,140,yaprak
148,152,140,yaprak
147,151,139,yaprak
146,150,138,yaprak
146,150,138,yaprak
145,149,138,yaprak
145,149,138,yaprak
145,149,138,yaprak
145,149,138,yaprak
144,148,137,yaprak
144,148,137,yaprak
144,148,137,yaprak
143,147,136,yaprak
142,146,135,yaprak
142,146,135,yaprak
142,146,135,yaprak
142,146,135,yaprak
142,146,135,yaprak
142,146,135,yaprak
142,146,135,yaprak
142,146,135,yaprak
142,146,135,yaprak
142,146,135,yaprak
143,147,136,yaprak
143,147,136,yaprak
144,148,137,yaprak
144,148,137,yaprak
144,148,137,yaprak
144,148,137,yaprak
144,148,137,yaprak
144,148,137,yaprak
144,148,137,yaprak
145,149,138,yaprak
145,149,138,yaprak
146,150,139,yaprak
147,151,140,yaprak
148,152,141,yaprak
148,152,141,yaprak
149,153,142,yaprak
150,154,143,yaprak
151,155,144,yaprak
151,155,144,yaprak
152,156,145,yaprak
151,157,146,yaprak
152,158,147,yaprak
153,159,148,yaprak
154,160,149,yaprak
155,161,150,yaprak
155,161,150,yaprak
155,161,150,yaprak
155,161,150,yaprak
156,162,151,yaprak
156,162,151,yaprak
156,162,151,yaprak
156,162,151,yaprak
156,162,151,yaprak
156,162,151,yaprak
157,163,152,yaprak
157,163,152,yaprak
157,163,152,yaprak
157,163,152,yaprak
158,164,153,yaprak
158,164,153,yaprak
158,164,153,yaprak
158,164,153,yaprak
158,164,153,yaprak
158,164,153,yaprak
158,164,153,yaprak
158,164,153,yaprak
160,164,153,yaprak
160,164,153,yaprak
160,164,153,yaprak
160,164,153,yaprak
159,163,152,yaprak
159,163,152,yaprak
159,163,152,yaprak
159,163,152,yaprak
160,164,153,yaprak
160,164,153,yaprak
159,163,152,yaprak
159,163,152,yaprak
158,162,151,yaprak
158,162,151,yaprak
157,161,150,yaprak
157,161,150,yaprak
159,161,149,yaprak
159,161,149,yaprak
159,161,149,yaprak
158,160,148,yaprak
158,160,148,yaprak
158,160,148,yaprak
158,160,148,yaprak
158,160,148,yaprak
159,159,147,yaprak
159,159,147,yaprak
159,159,147,yaprak
159,159,147,yaprak
159,159,147,yaprak
159,159,147,yaprak
159,159,147,yaprak
159,159,147,yaprak
160,159,145,yaprak
160,159,145,yaprak
160,159,145,yaprak
160,159,145,yaprak
161,160,146,yaprak
161,160,146,yaprak
161,160,146,yaprak
161,160,146,yaprak
163,160,146,yaprak
163,160,146,yaprak
163,160,146,yaprak
163,160,146,yaprak
164,161,147,yaprak
164,161,147,yaprak
164,161,147,yaprak
164,161,147,yaprak
165,161,150,yaprak
165,161,150,yaprak
166,162,151,yaprak
166,162,151,yaprak
166,162,151,yaprak
167,163,152,yaprak
167,163,152,yaprak
167,163,152,yaprak
167,163,152,yaprak
168,164,153,yaprak
166,164,153,yaprak
167,165,154,yaprak
167,165,154,yaprak
167,165,154,yaprak
168,166,155,yaprak
169,167,156,yaprak
168,167,157,yaprak
169,168,158,yaprak
169,168,158,yaprak
169,168,158,yaprak
169,168,158,yaprak
170,169,159,yaprak
170,169,159,yaprak
170,169,159,yaprak
170,168,160,yaprak
171,169,161,yaprak
171,169,161,yaprak
172,170,162,yaprak
172,170,162,yaprak
173,171,163,yaprak
173,171,163,yaprak
173,171,163,yaprak
175,172,164,yaprak
175,172,164,yaprak
176,173,165,yaprak
176,173,165,yaprak
177,174,166,yaprak
177,174,166,yaprak
177,174,166,yaprak
178,175,167,yaprak
177,174,166,yaprak
177,174,166,yaprak
177,173,168,yaprak
178,174,169,yaprak
178,174,169,yaprak
178,174,169,yaprak
178,174,169,yaprak
178,174,169,yaprak
178,174,169,yaprak
178,174,169,yaprak
178,174,169,yaprak
178,174,169,yaprak
179,175,170,yaprak
179,175,170,yaprak
178,175,170,yaprak
178,175,170,yaprak
179,176,171,yaprak
179,176,171,yaprak
179,176,171,yaprak
179,176,171,yaprak
179,176,171,yaprak
180,177,172,yaprak
180,177,172,yaprak
180,177,172,yaprak
179,178,174,yaprak
179,178,174,yaprak
179,178,174,yaprak
179,178,174,yaprak
180,179,175,yaprak
180,179,175,yaprak
180,179,175,yaprak
180,179,175,yaprak
181,180,176,yaprak
181,180,176,yaprak
181,180,176,yaprak
181,180,176,yaprak
181,180,176,yaprak
181,180,176,yaprak
181,180,176,yaprak
181,180,176,yaprak
179,180,178,yaprak
179,180,178,yaprak
179,180,178,yaprak
179,180,178,yaprak
179,180,178,yaprak
179,180,178,yaprak
179,180,178,yaprak
179,180,178,yaprak
179,180,178,yaprak
179,180,178,yaprak
179,180,178,yaprak
179,180,178,yaprak
179,180,178,yaprak
179,180,178,yaprak
179,180,178,yaprak
179,180,178,yaprak
179,180,178,yaprak
179,180,178,yaprak
179,180,178,yaprak
179,180,178,yaprak
179,180,178,yaprak
179,180,178,yaprak
179,180,178,yaprak
179,180,178,yaprak
179,180,178,yaprak
180,181,179,yaprak
180,181,179,yaprak
180,181,179,yaprak
180,181,179,yaprak
180,181,179,yaprak
180,181,179,yaprak
180,181,179,yaprak
180,181,177,yaprak
180,181,177,yaprak
181,182,178,yaprak
181,182,178,yaprak
181,182,178,yaprak
181,182,178,yaprak
182,183,179,yaprak
182,183,179,yaprak
181,182,178,yaprak
181,182,178,yaprak
180,184,179,yaprak
180,184,179,yaprak
180,184,179,yaprak
180,184,179,yaprak
181,185,180,yaprak
181,185,180,yaprak
181,185,179,yaprak
181,185,179,yaprak
182,186,180,yaprak
182,186,180,yaprak
183,187,181,yaprak
183,187,181,yaprak
183,187,181,yaprak
183,187,181,yaprak
183,187,181,yaprak
183,187,181,yaprak
184,188,182,yaprak
184,188,182,yaprak
184,188,182,yaprak
185,189,183,yaprak
185,189,183,yaprak
185,189,183,yaprak
185,189,183,yaprak
185,189,183,yaprak
186,190,184,yaprak
186,190,184,yaprak
187,191,185,yaprak
187,191,185,yaprak
187,191,185,yaprak
187,191,185,yaprak
187,192,183,yaprak
188,193,184,yaprak
188,193,184,yaprak
188,193,184,yaprak
188,193,184,yaprak
188,193,184,yaprak
188,193,184,yaprak
187,192,183,yaprak
187,192,183,yaprak
187,192,183,yaprak
186,191,182,yaprak
186,191,182,yaprak
186,191,182,yaprak
185,190,181,yaprak
185,190,181,yaprak
185,190,181,yaprak
184,189,180,yaprak
184,189,180,yaprak
184,189,180,yaprak
183,188,179,yaprak
183,188,179,yaprak
182,187,178,yaprak
182,187,178,yaprak
182,187,178,yaprak
181,187,176,yaprak
180,186,175,yaprak
179,185,174,yaprak
178,184,173,yaprak
177,183,172,yaprak
176,182,171,yaprak
174,180,169,yaprak
172,178,167,yaprak
172,178,167,yaprak
170,176,165,yaprak
168,174,163,yaprak
166,172,161,yaprak
165,171,160,yaprak
164,170,159,yaprak
163,169,158,yaprak
160,168,157,yaprak
160,168,157,yaprak
159,169,157,yaprak
159,169,157,yaprak
159,169,157,yaprak
159,169,157,yaprak
159,169,157,yaprak
159,169,157,yaprak
159,169,157,yaprak
159,169,157,yaprak
158,168,156,yaprak
158,168,156,yaprak
158,168,156,yaprak
158,168,156,yaprak
157,167,155,yaprak
157,167,155,yaprak
157,167,155,yaprak
157,167,155,yaprak
156,166,154,yaprak
156,166,154,yaprak
156,166,154,yaprak
155,165,153,yaprak
155,165,153,yaprak
154,164,152,yaprak
154,164,152,yaprak
153,163,151,yaprak
153,163,151,yaprak
152,162,150,yaprak
152,162,150,yaprak
151,161,149,yaprak
151,161,149,yaprak
151,161,149,yaprak
151,161,149,yaprak
150,160,148,yaprak
149,159,147,yaprak
149,159,147,yaprak
149,159,147,yaprak
149,159,147,yaprak
149,159,147,yaprak
149,159,147,yaprak
150,160,148,yaprak
148,158,146,yaprak
148,158,146,yaprak
148,158,146,yaprak
148,158,146,yaprak
148,158,146,yaprak
148,158,146,yaprak
148,158,146,yaprak
148,158,146,yaprak
149,159,147,yaprak
149,159,147,yaprak
149,159,147,yaprak
149,159,147,yaprak
150,160,148,yaprak
150,160,148,yaprak
150,160,148,yaprak
150,160,148,yaprak
151,161,149,yaprak
152,162,150,yaprak
152,162,150,yaprak
152,162,150,yaprak
152,162,150,yaprak
152,162,150,yaprak
153,163,151,yaprak
153,163,151,yaprak
153,163,151,yaprak
153,163,151,yaprak
153,163,151,yaprak
125,163,157,yaprak
125,163,157,yaprak
125,163,157,yaprak
125,163,157,yaprak
125,163,157,yaprak
125,163,157,yaprak
125,163,157,yaprak
125,163,157,yaprak
126,164,158,yaprak
126,164,158,yaprak
126,164,158,yaprak
127,165,159,yaprak
127,165,159,yaprak
128,166,160,yaprak
128,166,160,yaprak
128,166,160,yaprak
129,167,161,yaprak
129,167,161,yaprak
129,167,161,yaprak
129,167,161,yaprak
130,168,162,yaprak
130,168,162,yaprak
130,168,162,yaprak
130,168,162,yaprak
130,168,162,yaprak
130,168,162,yaprak
130,168,162,yaprak
130,168,162,yaprak
130,168,162,yaprak
130,168,162,yaprak
130,168,162,yaprak
130,168,162,yaprak
128,169,162,yaprak
128,169,162,yaprak
128,169,162,yaprak
129,170,163,yaprak
129,170,163,yaprak
129,170,163,yaprak
129,170,163,yaprak
130,171,164,yaprak
129,170,163,yaprak
129,170,163,yaprak
129,170,163,yaprak
129,170,163,yaprak
129,170,163,yaprak
129,170,163,yaprak
129,170,163,yaprak
129,170,163,yaprak
130,171,164,yaprak
130,171,164,yaprak
130,171,164,yaprak
130,171,164,yaprak
130,171,164,yaprak
130,171,164,yaprak
130,171,164,yaprak
130,171,164,yaprak
129,170,163,yaprak
129,170,163,yaprak
129,170,163,yaprak
129,170,163,yaprak
129,170,163,yaprak
129,170,163,yaprak
129,170,163,yaprak
129,170,163,yaprak
129,170,162,yaprak
129,170,162,yaprak
129,170,162,yaprak
129,170,162,yaprak
129,170,162,yaprak
129,170,162,yaprak
129,170,162,yaprak
129,170,162,yaprak
129,170,162,yaprak
129,170,162,yaprak
129,170,162,yaprak
129,170,162,yaprak
129,170,162,yaprak
129,170,162,yaprak
129,170,162,yaprak
129,170,162,yaprak
127,170,161,yaprak
127,170,161,yaprak
127,170,161,yaprak
127,170,161,yaprak
127,170,161,yaprak
127,170,161,yaprak
127,170,161,yaprak
127,170,161,yaprak
126,169,160,yaprak
125,168,159,yaprak
125,168,159,yaprak
125,168,159,yaprak
125,168,159,yaprak
124,167,158,yaprak
124,167,158,yaprak
124,167,158,yaprak
121,166,157,yaprak
121,166,157,yaprak
121,166,157,yaprak
121,166,157,yaprak
120,165,156,yaprak
120,165,156,yaprak
120,165,156,yaprak
120,165,156,yaprak
120,165,156,yaprak
120,165,156,yaprak
119,164,155,yaprak
119,164,155,yaprak
118,163,154,yaprak
118,163,154,yaprak
117,162,153,yaprak
117,162,153,yaprak
117,162,153,yaprak
117,162,153,yaprak
116,161,152,yaprak
116,161,152,yaprak
116,161,152,yaprak
115,160,151,yaprak
115,160,151,yaprak
115,160,151,yaprak
114,159,150,yaprak
114,159,150,yaprak
113,158,149,yaprak
113,158,149,yaprak
113,158,149,yaprak
113,158,149,yaprak
113,158,149,yaprak
112,157,148,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
111,159,147,yaprak
111,159,147,yaprak
111,159,147,yaprak
111,159,147,yaprak
111,159,147,yaprak
111,159,147,yaprak
111,159,147,yaprak
111,159,147,yaprak
112,160,148,yaprak
112,160,148,yaprak
112,160,148,yaprak
112,160,148,yaprak
112,160,148,yaprak
112,160,148,yaprak
112,160,148,yaprak
112,160,148,yaprak
112,160,148,yaprak
112,160,148,yaprak
113,161,149,yaprak
113,161,149,yaprak
115,161,149,yaprak
115,161,149,yaprak
115,161,149,yaprak
115,161,149,yaprak
115,161,149,yaprak
115,161,149,yaprak
115,161,149,yaprak
115,161,149,yaprak
115,161,149,yaprak
115,161,149,yaprak
115,161,149,yaprak
115,161,149,yaprak
115,161,149,yaprak
115,161,149,yaprak
115,161,149,yaprak
115,161,149,yaprak
115,161,149,yaprak
115,161,149,yaprak
115,161,149,yaprak
115,161,149,yaprak
114,160,148,yaprak
114,160,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
117,160,149,yaprak
117,160,149,yaprak
116,159,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
116,159,148,yaprak
115,158,147,yaprak
115,158,147,yaprak
115,158,147,yaprak
115,158,147,yaprak
115,158,147,yaprak
115,158,147,yaprak
115,158,147,yaprak
115,158,147,yaprak
115,158,147,yaprak
115,158,147,yaprak
115,158,147,yaprak
115,158,147,yaprak
115,158,147,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
114,157,146,yaprak
112,158,146,yaprak
112,158,146,yaprak
112,158,146,yaprak
112,158,146,yaprak
112,158,146,yaprak
112,158,146,yaprak
112,158,146,yaprak
112,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
110,158,146,yaprak
112,158,146,yaprak
112,158,146,yaprak
110,158,146,yaprak
109,157,145,yaprak
109,157,145,yaprak
109,157,145,yaprak
109,157,145,yaprak
109,157,145,yaprak
109,157,145,yaprak
109,157,145,yaprak
107,157,145,yaprak
107,157,145,yaprak
107,157,145,yaprak
107,157,145,yaprak
107,157,145,yaprak
107,157,145,yaprak
107,157,145,yaprak
107,157,145,yaprak
107,157,145,yaprak
107,157,145,yaprak
106,156,144,yaprak
106,156,144,yaprak
106,156,144,yaprak
106,156,144,yaprak
104,157,144,yaprak
104,157,144,yaprak
104,157,144,yaprak
104,157,144,yaprak
104,157,144,yaprak
104,157,144,yaprak
104,157,144,yaprak
104,157,144,yaprak
104,157,144,yaprak
104,157,144,yaprak
103,157,144,yaprak
103,157,144,yaprak
102,156,143,yaprak
102,156,143,yaprak
102,156,143,yaprak
102,156,143,yaprak
102,156,143,yaprak
102,156,143,yaprak
100,156,143,yaprak
100,156,143,yaprak
100,156,143,yaprak
100,156,143,yaprak
100,156,143,yaprak
100,156,143,yaprak
100,156,143,yaprak
100,156,143,yaprak
100,156,143,yaprak
99,155,142,yaprak
99,155,142,yaprak
99,155,142,yaprak
99,155,142,yaprak
99,155,142,yaprak
97,156,142,yaprak
97,156,142,yaprak
97,156,142,yaprak
97,156,142,yaprak
97,156,142,yaprak
97,156,142,yaprak
97,156,142,yaprak
97,156,142,yaprak
97,156,142,yaprak
97,156,142,yaprak
97,156,142,yaprak
97,156,142,yaprak
97,156,142,yaprak
97,156,142,yaprak
97,156,142,yaprak
97,156,142,yaprak
97,156,141,yaprak
97,156,141,yaprak
97,156,141,yaprak
97,156,141,yaprak
97,156,141,yaprak
97,156,141,yaprak
97,156,141,yaprak
97,156,141,yaprak
95,157,141,yaprak
95,157,141,yaprak
95,157,141,yaprak
95,157,141,yaprak
95,157,141,yaprak
95,157,141,yaprak
95,157,141,yaprak
95,157,141,yaprak
95,157,141,yaprak
95,157,141,yaprak
95,157,141,yaprak
95,157,141,yaprak
95,157,141,yaprak
95,157,141,yaprak
95,157,141,yaprak
95,157,141,yaprak
95,157,141,yaprak
95,157,141,yaprak
94,156,140,yaprak
94,156,140,yaprak
94,156,140,yaprak
94,156,140,yaprak
94,156,140,yaprak
93,155,139,yaprak
93,155,139,yaprak
93,155,139,yaprak
93,155,139,yaprak
92,154,138,yaprak
92,154,138,yaprak
92,154,138,yaprak
92,154,138,yaprak
92,154,138,yaprak
91,154,138,yaprak
91,154,138,yaprak
90,153,137,yaprak
90,153,137,yaprak
90,153,137,yaprak
90,153,137,yaprak
90,153,137,yaprak
90,153,137,yaprak
90,153,137,yaprak
90,153,137,yaprak
89,152,136,yaprak
89,152,136,yaprak
89,152,136,yaprak
89,152,136,yaprak
88,151,135,yaprak
88,151,135,yaprak
88,151,135,yaprak
88,151,135,yaprak
88,151,135,yaprak
88,151,135,yaprak
88,151,135,yaprak
88,151,135,yaprak
88,151,135,yaprak
87,150,134,yaprak
88,151,135,yaprak
88,151,135,yaprak
88,151,135,yaprak
88,151,135,yaprak
87,150,134,yaprak
87,150,134,yaprak
87,150,134,yaprak
87,150,134,yaprak
85,150,134,yaprak
85,150,134,yaprak
85,150,134,yaprak
85,150,134,yaprak
85,150,134,yaprak
84,149,133,yaprak
84,149,133,yaprak
84,149,133,yaprak
84,149,133,yaprak
84,149,133,yaprak
84,149,133,yaprak
84,149,133,yaprak
84,149,133,yaprak
84,149,133,yaprak
84,149,133,yaprak
84,149,133,yaprak
84,149,133,yaprak
84,149,133,yaprak
84,149,133,yaprak
84,149,133,yaprak
84,149,133,yaprak
84,149,133,yaprak
84,149,133,yaprak
84,149,133,yaprak
82,150,133,yaprak
82,150,133,yaprak
82,150,133,yaprak
82,150,133,yaprak
82,150,133,yaprak
82,150,133,yaprak
82,150,133,yaprak
82,150,133,yaprak
82,150,133,yaprak
81,149,132,yaprak
81,149,132,yaprak
81,149,132,yaprak
81,149,132,yaprak
80,148,131,yaprak
80,148,131,yaprak
80,148,131,yaprak
78,148,131,yaprak
78,148,131,yaprak
78,148,131,yaprak
78,148,131,yaprak
